config_id,user_id,collection_location,created_date,days_since_signup,provider,model,connection_name,is_primary_config,input_price_per_1m_usd,output_price_per_1m_usd,monthly_budget_usd,key_auto_detected_flag,custom_base_url_flag,validation_attempts,validation_success_flag,connection_latency_ms,config_status,key_rotations,last_rotation_date,first_session_date,days_to_first_session,total_sessions,total_interactions,total_input_tokens,total_output_tokens,total_llm_cost_usd,avg_efficiency_ratio,avg_waste_index,avg_cri,max_cri,adversarial_tests_run,last_used_date,config_age_days
cfg_00666,usr_00806,Outside Campus,2026-07-17,1,OpenAI,gpt-5-mini,OpenAI Primary-5,1,1.25,10.0,100,0,0,1,1,262,active,1,,2026-07-17,0,19,340,1091779,327301,4.6377,0.7861,0.3853,0.206,0.8782937684438485,2,2026-08-29,65
cfg_00667,usr_00806,Outside Campus,2026-08-19,34,OpenAI,gpt-4o,OpenAI Backup-1,0,1.25,10.0,500,0,0,1,1,133,active,0,,2026-07-17,,4,46,94460,32098,0.439,0.8644,0.3239,0.1513,0.2065022480930077,0,2026-08-11,32
cfg_00668,usr_00809,Outside Campus,2026-07-19,3,Anthropic,claude-opus-5,Anthropic Primary-9,1,3.0,15.0,250,1,0,1,1,95,active,0,,2026-07-20,1,29,572,1632756,504534,12.4662,0.7875,0.4211,0.2054,0.9217689607290456,1,2026-09-17,63
cfg_00669,usr_00810,Outside Campus,2026-07-20,0,Groq,qwen3-32b,Groq Primary-1,1,0.5,0.9,50,0,1,1,1,223,dormant,0,,2026-07-20,0,6,153,185640,261462,0.3283,0.7805,0.4462,0.1871,0.25116491103383465,0,2026-07-28,62
cfg_00670,usr_00811,Outside Campus,2026-07-19,2,Groq,llama-4-maverick,Groq Primary-2,1,0.5,0.9,50,0,0,1,1,200,active,1,,2026-07-19,0,18,406,769537,375583,0.723,0.7369,0.4899,0.2005,0.31043748065478366,3,2026-09-02,63
cfg_00671,usr_00813,Outside Campus,2026-07-17,0,OpenAI,gpt-5-mini,OpenAI Primary-7,1,1.25,10.0,25,1,0,1,1,122,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,65
cfg_00672,usr_00816,Outside Campus,2026-07-19,0,Mistral AI,mistral-large-3,Mistral Primary-6,1,2.0,6.0,500,1,0,1,1,122,active,0,,2026-07-19,0,16,289,715800,544044,4.6958,0.7101,0.4718,0.2105,0.5711124841037813,0,2026-09-20,63
cfg_00673,usr_00816,Outside Campus,2026-07-30,11,Google AI (Gemini),gemini-3-flash,Google Backup-5,0,1.0,6.0,50,1,0,1,1,142,active,2,,2026-07-19,,2,33,65788,24506,0.2128,0.6744,0.5189,0.3242,0.4556955975596766,0,2026-08-24,52
cfg_00674,usr_00817,Outside Campus,2026-07-20,0,Google AI (Gemini),gemini-3-flash,Google Primary-4,1,1.0,6.0,250,1,0,1,1,166,active,0,,2026-07-20,0,23,467,1336686,921825,6.8677,0.7317,0.4733,0.2344,0.791323121805403,0,2026-09-18,62
cfg_00675,usr_00817,Outside Campus,2026-07-30,10,Groq,llama-4-maverick,Groq Backup-9,0,0.5,0.9,50,1,0,2,1,98,active,0,,2026-07-20,,1,8,15685,2506,0.0101,0.4979,0.6924,0.2244,0.22436683971418897,0,2026-08-07,52
cfg_00676,usr_00818,Outside Campus,2026-07-17,0,OpenAI,gpt-4o,OpenAI Primary-1,1,1.25,10.0,100,1,0,1,1,315,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,65
cfg_00677,usr_00819,DSU Campus,2026-07-18,0,OpenAI,gpt-5,OpenAI Primary-3,1,1.25,10.0,500,1,0,1,1,117,dormant,0,,2026-07-18,0,9,196,299686,225943,2.6341,0.7415,0.443,0.1942,0.2845979549807322,0,2026-07-25,64
cfg_00678,usr_00821,Outside Campus,2026-07-18,0,Groq,qwen3-32b,Groq Primary-1,1,0.5,0.9,25,1,0,1,1,179,active,0,,2026-07-19,1,26,576,1473465,934070,1.5774,0.749,0.4651,0.2301,0.6834678635567031,3,2026-09-20,64
cfg_00679,usr_00824,Outside Campus,2026-07-22,4,xAI (Grok),grok-4-mini,xAI Primary-9,1,2.5,12.0,50,1,0,1,1,218,active,0,,2026-07-22,0,9,310,1118699,274888,6.0955,0.8498,0.3385,0.2531,0.9078926865829907,0,2026-09-01,60
cfg_00680,usr_00825,Outside Campus,2026-07-23,3,OpenAI,gpt-5,OpenAI Primary-6,1,1.25,10.0,1000,0,0,1,1,156,active,0,,2026-07-28,5,21,645,2013926,892947,11.4468,0.7406,0.4649,0.2099,0.5226929474277532,6,2026-09-17,59
cfg_00681,usr_00828,Outside Campus,2026-07-22,3,OpenAI,gpt-5,OpenAI Primary-6,1,1.25,10.0,500,1,0,1,1,154,dormant,0,,2026-07-22,0,8,206,567121,621529,6.9243,0.755,0.417,0.1776,0.25431158974802726,1,2026-08-07,60
cfg_00682,usr_00828,Outside Campus,2026-08-05,17,Anthropic,claude-opus-5,Anthropic Backup-1,0,3.0,15.0,500,1,0,1,1,94,dormant,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,46
cfg_00683,usr_00831,Outside Campus,2026-07-20,0,OpenRouter,qwen3-235b,OpenRouter Primary-8,1,0.6,2.4,250,1,0,1,1,147,active,0,,2026-07-24,4,18,293,1067357,280588,1.3138,0.7658,0.423,0.218,0.9586532572948441,3,2026-09-18,62
cfg_00684,usr_00831,Outside Campus,2026-07-24,4,DeepSeek,deepseek-r2,DeepSeek Backup-8,0,0.3,1.2,50,1,0,1,1,157,active,1,,2026-07-24,,1,49,101759,101762,0.1526,0.5564,0.668,0.286,0.28596931906841716,0,2026-09-13,58
cfg_00685,usr_00832,Outside Campus,2026-07-19,0,Mistral AI,codestral-2,Mistral Primary-5,1,2.0,6.0,100,1,0,2,1,259,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,63
cfg_00686,usr_00833,Outside Campus,2026-07-22,2,Anthropic,claude-opus-5,Anthropic Primary-3,1,3.0,15.0,100,0,0,1,1,210,dormant,0,,2026-07-22,0,14,358,607275,444818,8.4941,0.8462,0.3592,0.2072,0.9495383692721153,0,2026-08-10,60
cfg_00687,usr_00834,DSU Campus,2026-07-21,0,Together AI,deepseek-r2-distill,Together Primary-9,1,0.8,2.0,50,0,0,1,1,139,dormant,0,,2026-07-22,1,10,274,762608,364027,1.3381,0.7161,0.4768,0.2153,0.31766758906308457,0,2026-08-20,61
cfg_00688,usr_00836,Outside Campus,2026-07-21,1,Anthropic,claude-opus-5,Anthropic Primary-9,1,3.0,15.0,500,1,0,1,1,142,active,0,,2026-07-25,4,10,195,801507,223857,5.7625,0.8613,0.3511,0.1514,0.21534386681751003,2,2026-08-26,61
cfg_00689,usr_00836,Outside Campus,2026-07-31,11,Groq,qwen3-32b,Groq Backup-9,0,0.5,0.9,50,1,0,1,1,161,active,1,,2026-07-25,,2,38,76307,120776,0.1468,0.985,0.1828,0.0956,0.09889323229469815,0,2026-08-26,51
cfg_00690,usr_00837,Outside Campus,2026-07-23,3,Groq,llama-4-maverick,Groq Primary-6,1,0.5,0.9,500,1,0,1,1,216,dormant,0,,2026-07-23,0,4,150,385516,125489,0.3056,0.7125,0.4472,0.1821,0.21966768999576536,1,2026-08-07,59
cfg_00691,usr_00837,Outside Campus,2026-07-26,6,OpenAI,gpt-5,OpenAI Backup-3,0,1.25,10.0,1000,0,0,1,1,267,dormant,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,56
cfg_00692,usr_00838,Outside Campus,2026-07-26,1,Cohere,command-r-plus-2,Cohere Primary-6,1,2.5,10.0,500,1,0,1,1,96,active,1,,2026-07-26,0,17,332,1013764,449590,7.0303,0.7405,0.4806,0.1911,0.31689600316102795,2,2026-09-18,56
cfg_00693,usr_00838,Outside Campus,2026-08-09,15,Anthropic,claude-opus-5,Anthropic Backup-3,0,3.0,15.0,25,0,0,1,1,207,active,1,,2026-07-26,,5,112,407093,89652,2.5661,0.6045,0.547,0.217,0.3681945642918931,1,2026-09-16,42
cfg_00694,usr_00839,Outside Campus,2026-07-23,3,Anthropic,claude-opus-5,Anthropic Primary-1,1,3.0,15.0,50,1,0,1,1,110,active,0,,2026-07-23,0,29,702,1697452,940605,19.2016,0.7482,0.4402,0.2094,0.5545453733858428,3,2026-09-20,59
cfg_00695,usr_00840,Outside Campus,2026-07-20,0,Anthropic,claude-opus-5,Anthropic Primary-1,1,3.0,15.0,250,1,0,1,1,141,active,0,,2026-07-20,0,29,563,1395862,508798,11.8196,0.7632,0.4303,0.2209,0.9600194087334597,6,2026-09-19,62
cfg_00696,usr_00841,DSU Campus,2026-07-22,2,Groq,llama-4-maverick,Groq Primary-4,1,0.5,0.9,25,0,0,1,1,127,active,0,,2026-07-22,0,29,570,2164338,606851,1.6283,0.8074,0.4054,0.1835,0.5490605338696668,2,2026-09-09,60
cfg_00697,usr_00842,Outside Campus,2026-07-29,6,OpenAI,gpt-5-mini,OpenAI Primary-9,1,1.25,10.0,50,1,0,1,1,106,dormant,0,,2026-07-29,0,6,105,207081,123518,1.4939,0.8931,0.2784,0.2079,0.49964085949721326,1,2026-08-13,53
cfg_00698,usr_00842,Outside Campus,2026-08-20,28,OpenAI,gpt-4o,OpenAI Backup-9,0,1.25,10.0,50,1,0,1,1,127,dormant,0,,2026-07-29,,3,60,169043,46992,0.6813,0.7885,0.414,0.3429,0.6167922191501487,0,2026-07-31,31
cfg_00699,usr_00843,Outside Campus,2026-07-20,0,OpenAI,gpt-4o,OpenAI Primary-5,1,1.25,10.0,50,1,1,1,1,387,active,0,,2026-07-20,0,23,593,1775909,782557,10.0455,0.7976,0.4285,0.1945,0.5441854886422152,1,2026-09-15,62
cfg_00700,usr_00846,DSU Campus,2026-07-23,1,Google AI (Gemini),gemini-3-pro,Google Primary-8,1,1.0,6.0,100,0,0,1,1,153,active,0,,2026-07-25,2,17,450,1552131,583914,5.0557,0.6936,0.4718,0.2592,0.9568978794914822,1,2026-09-20,59
cfg_00701,usr_00846,DSU Campus,2026-07-31,9,Groq,llama-4-maverick,Groq Backup-4,0,0.5,0.9,100,1,0,1,1,244,active,0,,2026-07-25,,3,45,158760,56548,0.1303,0.7789,0.443,0.1898,0.2827703847745758,0,2026-08-31,51
cfg_00702,usr_00847,Outside Campus,2026-07-21,0,DeepSeek,deepseek-r2,DeepSeek Primary-9,1,0.3,1.2,25,0,0,2,1,75,dormant,0,,2026-07-21,0,3,90,166118,109155,0.1809,0.5858,0.5653,0.2604,0.28998445684628155,0,2026-07-21,61
cfg_00703,usr_00848,Outside Campus,2026-07-23,2,OpenAI,gpt-4o,OpenAI Primary-3,1,1.25,10.0,1000,1,0,1,1,116,active,0,,2026-07-23,0,10,252,726371,456424,5.4722,0.8472,0.3604,0.1675,0.26991445674428244,0,2026-09-20,59
cfg_00704,usr_00848,Outside Campus,2026-08-22,32,Google AI (Gemini),gemini-3-pro,Google Backup-4,0,1.0,6.0,50,1,1,1,1,176,active,1,,2026-07-23,,1,5,5257,3622,0.027,0.7301,0.3948,0.1656,0.16564640283922774,0,2026-08-19,29
cfg_00705,usr_00850,DSU Campus,2026-07-22,1,OpenAI,gpt-4o,OpenAI Primary-2,1,1.25,10.0,100,1,0,1,1,192,active,0,,2026-07-22,0,25,535,1008693,593125,7.1923,0.7801,0.4182,0.2023,0.49819031247101025,1,2026-09-20,60
cfg_00706,usr_00851,DSU Campus,2026-07-23,1,OpenAI,gpt-5,OpenAI Primary-9,1,1.25,10.0,500,0,0,1,1,140,active,0,,2026-07-23,0,14,228,502069,245687,3.0847,0.7839,0.4439,0.1924,0.37532600107425307,2,2026-09-12,59
cfg_00707,usr_00852,Outside Campus,2026-07-23,2,Google AI (Gemini),gemini-3-flash,Google Primary-7,1,1.0,6.0,1000,1,0,1,1,168,active,0,,2026-07-24,1,32,592,1842068,676990,5.9041,0.7375,0.472,0.2021,0.4732875167538101,5,2026-09-20,59
cfg_00708,usr_00852,Outside Campus,2026-07-26,5,OpenAI,gpt-5-mini,OpenAI Backup-5,0,1.25,10.0,1000,1,0,1,1,152,active,0,,2026-07-24,,5,98,249346,189677,2.2086,0.895,0.2883,0.169,0.21850079990996218,1,2026-08-22,56
cfg_00709,usr_00853,Outside Campus,2026-07-21,0,Anthropic,claude-opus-5,Anthropic Primary-9,1,3.0,15.0,250,1,1,1,1,159,active,0,,2026-07-22,1,21,551,1207881,640225,13.2271,0.8339,0.3823,0.1623,0.3044055749453995,1,2026-09-19,61
cfg_00710,usr_00854,Outside Campus,2026-07-21,0,OpenAI,gpt-4o,OpenAI Primary-9,1,1.25,10.0,500,1,0,1,1,73,active,0,,2026-07-21,0,31,821,2453787,967867,12.746,0.7997,0.4085,0.1975,0.9212610572670725,3,2026-09-20,61
cfg_00711,usr_00854,Outside Campus,2026-08-22,32,OpenRouter,auto/router,OpenRouter Backup-9,0,0.6,2.4,25,1,0,1,1,96,active,0,,2026-07-21,,2,33,88970,53769,0.1824,0.7152,0.445,0.4447,0.7823714862614531,0,2026-07-24,29
cfg_00712,usr_00858,Outside Campus,2026-07-23,1,Google AI (Gemini),gemini-3-pro,Google Primary-8,1,1.0,6.0,1000,1,0,1,1,198,active,0,,2026-07-24,1,20,623,1715527,842107,6.7682,0.7482,0.4336,0.2556,0.9315517568631837,0,2026-09-07,59
cfg_00713,usr_00859,Outside Campus,2026-07-22,0,DeepSeek,deepseek-r2,DeepSeek Primary-6,1,0.3,1.2,100,1,0,3,1,236,active,1,,2026-07-22,0,26,512,1823824,672773,1.3543,0.7574,0.4594,0.1891,0.2993295678465893,2,2026-09-20,60
cfg_00714,usr_00860,DSU Campus,2026-07-22,0,Anthropic,claude-opus-5,Anthropic Primary-5,1,3.0,15.0,250,1,0,1,1,97,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,60
cfg_00715,usr_00861,DSU Campus,2026-07-25,1,Groq,llama-4-maverick,Groq Primary-1,1,0.5,0.9,100,1,0,1,1,107,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,57
cfg_00716,usr_00861,DSU Campus,2026-08-28,35,OpenAI,gpt-5,OpenAI Backup-1,0,1.25,10.0,100,0,0,2,1,155,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,23
cfg_00717,usr_00862,Outside Campus,2026-07-22,0,Google AI (Gemini),gemini-3-pro,Google Primary-5,1,1.0,6.0,1000,1,0,2,1,126,active,0,,2026-07-25,3,26,409,1105744,571765,4.5362,0.7034,0.4738,0.2487,0.8524484786810211,2,2026-09-20,60
cfg_00718,usr_00862,Outside Campus,2026-08-10,19,Anthropic,claude-opus-5,Anthropic Backup-5,0,3.0,15.0,100,1,0,1,1,226,active,0,,2026-07-25,,5,85,337073,136825,3.0637,0.7655,0.4596,0.1913,0.3305242851129845,2,2026-09-20,41
cfg_00719,usr_00864,Outside Campus,2026-07-24,2,Anthropic,claude-opus-5,Anthropic Primary-6,1,3.0,15.0,250,0,0,2,1,166,active,0,,2026-07-24,0,32,741,2428941,1109797,23.9337,0.7552,0.4207,0.1802,0.27038284480478947,2,2026-09-18,58
cfg_00720,usr_00865,DSU Campus,2026-07-25,1,OpenAI,gpt-5,OpenAI Primary-4,1,1.25,10.0,250,1,1,1,1,61,dormant,1,,2026-07-25,0,9,181,569409,393827,4.65,0.8155,0.3783,0.2291,0.788572898727426,1,2026-08-15,57
cfg_00721,usr_00866,DSU Campus,2026-07-24,2,Groq,llama-4-maverick,Groq Primary-6,1,0.5,0.9,500,1,0,1,1,139,active,0,,2026-07-24,0,17,314,748604,302125,0.6463,0.7011,0.4909,0.2067,0.3008498682616659,2,2026-09-20,58
cfg_00722,usr_00867,DSU Campus,2026-07-26,4,Anthropic,claude-opus-5,Anthropic Primary-9,1,3.0,15.0,500,0,0,1,1,434,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,56
cfg_00723,usr_00868,Outside Campus,2026-07-24,0,Anthropic,claude-opus-5,Anthropic Primary-4,1,3.0,15.0,1000,1,0,1,1,103,active,0,,2026-07-24,0,11,182,510187,316273,6.2747,0.7306,0.4772,0.2357,0.6806850638426534,0,2026-09-09,58
cfg_00724,usr_00870,Outside Campus,2026-07-26,3,Groq,qwen3-32b,Groq Primary-9,1,0.5,0.9,100,1,0,1,1,123,dormant,0,,2026-07-27,1,7,84,225262,123981,0.2242,0.8735,0.3557,0.2268,0.6330944786427146,2,2026-08-07,56
cfg_00725,usr_00871,DSU Campus,2026-07-23,0,Together AI,deepseek-r2-distill,Together Primary-5,1,0.8,2.0,500,0,0,1,1,217,active,0,,2026-07-24,1,18,422,1237358,616838,2.2235,0.7409,0.4403,0.1859,0.31735491444804,3,2026-09-20,59
cfg_00726,usr_00873,Outside Campus,2026-07-23,0,DeepSeek,deepseek-r2,DeepSeek Primary-8,1,0.3,1.2,25,1,0,2,1,76,active,0,,2026-07-24,1,29,624,2075279,788585,1.5688,0.7713,0.4084,0.1759,0.3258973905918627,2,2026-09-18,59
cfg_00727,usr_00874,DSU Campus,2026-07-26,3,OpenAI,gpt-4o,OpenAI Primary-4,1,1.25,10.0,250,1,0,1,1,198,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,56
cfg_00728,usr_00875,Outside Campus,2026-07-25,2,OpenAI,gpt-5,OpenAI Primary-4,1,1.25,10.0,500,1,0,1,1,63,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,57
cfg_00729,usr_00876,DSU Campus,2026-07-24,1,Google AI (Gemini),gemini-3-pro,Google Primary-1,1,1.0,6.0,25,0,0,2,1,92,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,58
cfg_00730,usr_00878,DSU Campus,2026-07-25,1,Groq,qwen3-32b,Groq Primary-5,1,0.5,0.9,250,1,0,1,1,90,active,0,,2026-07-25,0,17,412,1044954,434259,0.9134,0.774,0.4174,0.2402,0.7849685525051522,0,2026-09-19,57
cfg_00731,usr_00878,DSU Campus,2026-08-07,14,Groq,llama-4-maverick,Groq Backup-8,0,0.5,0.9,25,1,0,1,1,167,active,0,,2026-07-25,,1,16,26053,5848,0.0183,0.5311,0.6499,0.2256,0.22558823479482498,0,2026-09-17,44
cfg_00732,usr_00880,DSU Campus,2026-08-02,1,Groq,qwen3-32b,Groq Primary-3,1,0.5,0.9,50,1,0,1,1,169,active,0,,2026-08-03,1,20,418,817145,503351,0.8617,0.7,0.5042,0.1998,0.29515283805270687,1,2026-09-19,49
cfg_00733,usr_00881,Outside Campus,2026-07-29,5,Google AI (Gemini),gemini-3-pro,Google Primary-4,1,1.0,6.0,500,1,0,1,1,74,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,53
cfg_00734,usr_00881,Outside Campus,2026-08-29,36,Anthropic,claude-sonnet-5,Anthropic Backup-6,0,3.0,15.0,1000,1,0,1,1,154,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,22
cfg_00735,usr_00885,Outside Campus,2026-07-25,0,OpenAI,gpt-4o,OpenAI Primary-1,1,1.25,10.0,500,1,0,1,1,89,active,0,,2026-07-27,2,19,432,992349,526421,6.5047,0.8425,0.3439,0.1759,0.530215604758677,4,2026-09-20,57
cfg_00736,usr_00885,Outside Campus,2026-08-06,12,OpenAI,gpt-5-mini,OpenAI Backup-9,0,1.25,10.0,500,0,0,1,1,145,active,0,,2026-07-27,,6,93,233315,125230,1.544,0.7138,0.44,0.3077,0.9121811265392985,1,2026-09-08,45
cfg_00737,usr_00886,Outside Campus,2026-07-28,1,Google AI (Gemini),gemini-3-flash,Google Primary-9,1,1.0,6.0,250,1,0,1,1,115,active,1,,2026-07-28,0,20,437,926426,384045,3.2307,0.7572,0.4785,0.2247,0.7696548861480439,0,2026-08-29,54
cfg_00738,usr_00886,Outside Campus,2026-08-30,34,OpenRouter,qwen3-235b,OpenRouter Backup-8,0,0.6,2.4,500,0,0,1,1,239,active,0,,2026-07-28,,2,62,116689,32555,0.1481,0.7333,0.4038,0.1781,0.20470551050722796,0,2026-08-27,21
cfg_00739,usr_00888,Outside Campus,2026-07-30,5,OpenAI,gpt-5-mini,OpenAI Primary-4,1,1.25,10.0,500,1,0,2,1,134,active,0,,2026-07-30,0,30,506,1769797,612882,8.3409,0.8158,0.3943,0.2105,0.9027245777291472,3,2026-09-18,52
cfg_00740,usr_00890,Outside Campus,2026-07-27,1,Mistral AI,codestral-2,Mistral Primary-4,1,2.0,6.0,500,1,0,1,1,180,active,0,,2026-07-27,0,14,280,879767,227860,3.1268,0.7229,0.4623,0.1951,0.2954739754490671,0,2026-09-20,55
cfg_00741,usr_00891,Outside Campus,2026-07-26,0,Anthropic,claude-opus-5,Anthropic Primary-8,1,3.0,15.0,100,0,0,1,1,108,active,0,,2026-07-26,0,17,448,1373311,521165,11.9375,0.7991,0.3808,0.1684,0.30300344485404346,4,2026-09-16,56
cfg_00742,usr_00893,Outside Campus,2026-07-29,3,Anthropic,claude-opus-5,Anthropic Primary-7,1,3.0,15.0,50,0,0,1,1,156,active,0,,2026-07-29,0,21,454,1162083,457848,10.354,0.7756,0.4413,0.1803,0.260006963567179,1,2026-09-20,53
cfg_00743,usr_00895,Outside Campus,2026-07-30,3,OpenAI,gpt-5,OpenAI Primary-1,1,1.25,10.0,100,0,0,1,1,153,active,0,,2026-07-31,1,16,362,1010359,379660,5.0596,0.7897,0.4004,0.2137,0.8154389802214395,1,2026-09-18,52
cfg_00744,usr_00896,Outside Campus,2026-07-28,1,Anthropic,claude-sonnet-5,Anthropic Primary-9,1,3.0,15.0,500,1,0,1,1,129,active,0,,2026-07-28,0,12,250,634277,290318,6.2578,0.7266,0.4638,0.1897,0.25836336474126703,2,2026-09-15,54
cfg_00745,usr_00897,Outside Campus,2026-08-06,2,Mistral AI,mistral-large-3,Mistral Primary-7,1,2.0,6.0,25,1,0,1,1,80,active,0,,2026-08-09,3,15,270,981047,305927,3.7976,0.7395,0.4379,0.214,0.7385202917712252,1,2026-09-02,45
cfg_00746,usr_00900,Outside Campus,2026-07-27,0,OpenAI,gpt-5-mini,OpenAI Primary-3,1,1.25,10.0,500,1,0,1,1,93,active,0,,2026-07-27,0,11,226,412481,250915,3.0247,0.815,0.3958,0.2173,0.7190376032069798,1,2026-08-23,55
cfg_00747,usr_00901,Outside Campus,2026-07-27,0,DeepSeek,deepseek-v4,DeepSeek Primary-7,1,0.3,1.2,100,1,0,1,1,75,dormant,0,,2026-07-27,0,2,54,71746,53412,0.0856,0.8908,0.2979,0.156,0.1687376713200346,0,2026-08-08,55
cfg_00748,usr_00902,Outside Campus,2026-07-27,0,OpenRouter,auto/router,OpenRouter Primary-9,1,0.6,2.4,25,1,0,1,1,239,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,55
cfg_00749,usr_00902,Outside Campus,2026-07-30,3,DeepSeek,deepseek-v4,DeepSeek Backup-8,0,0.3,1.2,1000,1,0,1,1,171,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,52
cfg_00750,usr_00903,Outside Campus,2026-07-30,3,Google AI (Gemini),gemini-3-flash,Google Primary-9,1,1.0,6.0,100,1,0,1,1,108,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,52
cfg_00751,usr_00904,DSU Campus,2026-07-27,0,Mistral AI,mistral-large-3,Mistral Primary-1,1,2.0,6.0,100,0,0,1,1,157,active,0,,2026-07-28,1,15,303,909874,454329,4.5457,0.793,0.3917,0.1666,0.28899150566839593,1,2026-09-17,55
cfg_00752,usr_00905,Outside Campus,2026-07-29,0,OpenAI,gpt-4o,OpenAI Primary-1,1,1.25,10.0,50,1,0,2,1,178,active,0,,2026-07-29,0,11,178,386781,175019,2.2336,0.7979,0.4258,0.1698,0.22838280655218374,2,2026-09-09,53
cfg_00753,usr_00907,Outside Campus,2026-07-29,2,Cohere,command-r-plus-2,Cohere Primary-8,1,2.5,10.0,250,1,1,1,1,106,active,0,,2026-08-01,3,19,476,974721,512371,7.5604,0.6626,0.5396,0.2505,0.8732453612495155,2,2026-09-12,53
cfg_00754,usr_00910,Outside Campus,2026-07-31,4,Anthropic,claude-opus-5,Anthropic Primary-5,1,3.0,15.0,1000,1,0,1,1,113,active,0,,2026-08-01,1,25,594,1677261,974160,19.6441,0.7802,0.434,0.23,0.8920407913118689,1,2026-09-12,51
cfg_00755,usr_00911,Outside Campus,2026-07-29,1,xAI (Grok),grok-4-mini,xAI Primary-1,1,2.5,12.0,25,1,0,1,1,139,active,1,,2026-07-29,0,17,375,638057,460678,7.1233,0.778,0.4276,0.1818,0.25736259375465637,0,2026-09-20,53
cfg_00756,usr_00912,Outside Campus,2026-07-28,0,Anthropic,claude-sonnet-5,Anthropic Primary-7,1,3.0,15.0,1000,1,0,1,1,116,dormant,0,,2026-07-28,0,7,187,446176,211768,4.5151,0.7465,0.5004,0.1967,0.275161451433125,1,2026-08-04,54
cfg_00757,usr_00913,Outside Campus,2026-07-29,1,Mistral AI,mistral-large-3,Mistral Primary-1,1,2.0,6.0,50,1,0,1,1,87,dormant,0,,2026-07-31,2,4,42,147702,55498,0.6284,0.8168,0.4659,0.1964,0.21489385462712096,2,2026-08-08,53
cfg_00758,usr_00914,DSU Campus,2026-08-01,3,OpenRouter,auto/router,OpenRouter Primary-9,1,0.6,2.4,250,0,0,1,1,68,dormant,0,,2026-08-01,0,1,63,67798,59002,0.1823,0.6925,0.4391,0.1581,0.15806091513798112,0,2026-08-02,50
cfg_00759,usr_00914,DSU Campus,2026-08-30,32,Groq,llama-4-maverick,Groq Backup-5,0,0.5,0.9,1000,1,0,1,1,134,dormant,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,21
cfg_00760,usr_00915,Outside Campus,2026-07-30,2,DeepSeek,deepseek-r2,DeepSeek Primary-4,1,0.3,1.2,50,0,0,1,1,160,active,0,,2026-07-30,0,11,193,640518,205258,0.4385,0.8516,0.3393,0.155,0.2423231509255362,2,2026-09-11,52
cfg_00761,usr_00916,Outside Campus,2026-07-29,1,Mistral AI,codestral-2,Mistral Primary-9,1,2.0,6.0,1000,0,0,1,1,117,active,0,,2026-07-29,0,19,365,1342505,627145,6.4478,0.7587,0.4599,0.1969,0.30694775485580916,1,2026-09-11,53
cfg_00762,usr_00916,Outside Campus,2026-08-22,25,Google AI (Gemini),gemini-3-flash,Google Backup-4,0,1.0,6.0,25,1,0,1,1,201,active,1,,2026-07-29,,3,35,220417,49782,0.5192,0.6644,0.5508,0.319,0.4677683662175294,0,2026-09-11,29
cfg_00763,usr_00917,DSU Campus,2026-07-28,0,Groq,llama-4-maverick,Groq Primary-9,1,0.5,0.9,100,1,0,3,1,95,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,54
cfg_00764,usr_00917,DSU Campus,2026-08-03,6,OpenAI,gpt-5,OpenAI Backup-5,0,1.25,10.0,25,1,0,1,1,146,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,48
cfg_00765,usr_00918,DSU Campus,2026-07-28,0,OpenAI,gpt-4o,OpenAI Primary-6,1,1.25,10.0,25,0,1,2,1,244,active,0,,2026-07-28,0,8,127,431547,210067,2.64,0.8224,0.3827,0.1505,0.22867991055341857,2,2026-09-02,54
cfg_00766,usr_00920,DSU Campus,2026-07-28,0,DeepSeek,deepseek-r2,DeepSeek Primary-1,1,0.3,1.2,1000,1,0,1,1,96,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,54
cfg_00767,usr_00922,Outside Campus,2026-07-31,1,Google AI (Gemini),gemini-3-flash,Google Primary-7,1,1.0,6.0,250,0,0,1,1,162,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,51
cfg_00768,usr_00923,DSU Campus,2026-07-28,0,Groq,llama-4-maverick,Groq Primary-5,1,0.5,0.9,1000,1,0,1,1,83,active,0,,2026-07-28,0,18,398,957896,469125,0.9013,0.6742,0.5192,0.2774,0.9291488670985057,1,2026-09-15,54
